N_Serie;Tipo equipamento;Utilização;MAC addr;cc_aluno;acessorios;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
